,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
193,0.11254096031188965,0.007294551997258282,0.030127906799316408,0.0015577104429717317,1.0212121212121212,2,"{'C': 1.0212121212121212, 'degree': 2}",0.6970802919708029,0.6934306569343066,0.7098540145985401,0.7020109689213894,0.70018281535649,0.7005117495563058,0.0055054617683576845,162,0.791324200913242,0.7968036529680366,0.7936073059360731,0.7959835691465085,0.7918758557736193,0.793918916947496,0.002172014838446034
194,0.13367857933044433,0.010848861846588079,0.035103797912597656,0.010876507524998712,1.0212121212121212,3,"{'C': 1.0212121212121212, 'degree': 3}",0.6824817518248175,0.7025547445255474,0.7007299270072993,0.7020109689213894,0.716636197440585,0.7008827179439276,0.010870691225458905,139,0.8100456621004566,0.8164383561643835,0.8082191780821918,0.8160657234139662,0.8101323596531265,0.8121802558828248,0.0033961384797846533
195,0.1608346939086914,0.005126044514036597,0.031525373458862305,0.000729095195063313,1.0212121212121212,4,"{'C': 1.0212121212121212, 'degree': 4}",0.6478102189781022,0.6751824817518248,0.6496350364963503,0.676416819012797,0.6892138939670932,0.6676516900412335,0.01622807891724859,347,0.7931506849315069,0.8045662100456621,0.7981735159817351,0.8055682336832497,0.7968963943404838,0.7996710077965274,0.004715842449635034
196,0.09002304077148438,0.00408044216650046,0.029743528366088866,0.0007948832892228017,1.0404040404040404,1,"{'C': 1.0404040404040404, 'degree': 1}",0.6934306569343066,0.6824817518248175,0.7208029197080292,0.6910420475319927,0.7038391224862889,0.6983192996970871,0.013142806109530161,222,0.754337899543379,0.7643835616438356,0.7493150684931507,0.7562756732085806,0.7539936102236422,0.7556611626225176,0.004924683438067148
197,0.10917787551879883,0.0032435430774773915,0.029443979263305664,0.0005953763055570243,1.0404040404040404,2,"{'C': 1.0404040404040404, 'degree': 2}",0.6952554744525548,0.6952554744525548,0.7098540145985401,0.7020109689213894,0.6983546617915904,0.7001461188433259,0.0054546682628723656,170,0.7926940639269406,0.7968036529680366,0.7949771689497717,0.7968963943404838,0.7932450935645824,0.794923274749963,0.0017445687564966218
198,0.2034203052520752,0.06373263727975689,0.05247230529785156,0.024395766902187525,1.0404040404040404,3,"{'C': 1.0404040404040404, 'degree': 3}",0.6824817518248175,0.7025547445255474,0.7007299270072993,0.7020109689213894,0.716636197440585,0.7008827179439276,0.010870691225458905,139,0.8095890410958904,0.8168949771689498,0.8095890410958904,0.8165221360109539,0.8101323596531265,0.8125455110049622,0.0034069379343719323
199,0.20648808479309083,0.011371595182688689,0.03950343132019043,0.002218886103417209,1.0404040404040404,4,"{'C': 1.0404040404040404, 'degree': 4}",0.6459854014598541,0.6788321167883211,0.6532846715328468,0.676416819012797,0.6910420475319927,0.6691122112651623,0.01681732393792103,345,0.7945205479452054,0.8050228310502283,0.8,0.8073938840712004,0.7982656321314469,0.8010405790396161,0.004637170612632395
200,0.0963057518005371,0.012143975281009342,0.031127023696899413,0.003527377599707476,1.0595959595959596,1,"{'C': 1.0595959595959596, 'degree': 1}",0.6934306569343066,0.6843065693430657,0.7208029197080292,0.6910420475319927,0.7038391224862889,0.6986842632007366,0.012716363157260166,213,0.7552511415525114,0.765296803652968,0.7502283105022831,0.7567320858055683,0.7535371976266545,0.756209107827997,0.005033616225587582
201,0.1045166015625,0.0014252245846827782,0.02784390449523926,0.000641685264919864,1.0595959595959596,2,"{'C': 1.0595959595959596, 'degree': 2}",0.6970802919708029,0.6952554744525548,0.7098540145985401,0.7020109689213894,0.6983546617915904,0.7005110823469756,0.005168789594291047,164,0.7926940639269406,0.7990867579908676,0.7958904109589041,0.7968963943404838,0.7941579187585578,0.7957451091951507,0.002206410545343253
202,0.120335054397583,0.0010692678495283436,0.02884526252746582,0.0005211003439516574,1.0595959595959596,3,"{'C': 1.0595959595959596, 'degree': 3}",0.6843065693430657,0.7043795620437956,0.7007299270072993,0.7020109689213894,0.716636197440585,0.701612644951227,0.010332483394680864,111,0.8105022831050228,0.8205479452054795,0.8105022831050228,0.8169785486079416,0.810588772250114,0.8138239664547161,0.0041880047969150205
203,0.1479705810546875,0.0017248854862287903,0.03073430061340332,0.000513866501034592,1.0595959595959596,4,"{'C': 1.0595959595959596, 'degree': 4}",0.6478102189781022,0.6806569343065694,0.6551094890510949,0.676416819012797,0.6928702010968921,0.6705727324890911,0.01667492428090005,343,0.7958904109589041,0.8077625570776256,0.8022831050228311,0.8096759470561388,0.8014605203103605,0.803414508085172,0.004895330973632275
204,0.08771915435791015,0.0036793880658017677,0.02882375717163086,0.0007996126309931812,1.0787878787878789,1,"{'C': 1.0787878787878789, 'degree': 1}",0.6934306569343066,0.6843065693430657,0.7208029197080292,0.6910420475319927,0.7056672760511883,0.6990498939137165,0.012884493974238775,200,0.7570776255707763,0.7662100456621005,0.7511415525114156,0.7567320858055683,0.7535371976266545,0.756939701435303,0.005122440287824121
205,0.10513944625854492,0.0022091547992333506,0.029723119735717774,0.0011868091157812182,1.0787878787878789,2,"{'C': 1.0787878787878789, 'degree': 2}",0.6952554744525548,0.6934306569343066,0.7116788321167883,0.7020109689213894,0.6983546617915904,0.7001461188433259,0.006460747492948966,170,0.7945205479452054,0.7995433789954338,0.7968036529680366,0.7987220447284346,0.7946143313555454,0.7968407911985311,0.0020584036085732667
206,0.12119836807250976,0.00111700934188494,0.02905278205871582,0.00024266567647826805,1.0787878787878789,3,"{'C': 1.0787878787878789, 'degree': 3}",0.6843065693430657,0.7043795620437956,0.7007299270072993,0.7020109689213894,0.716636197440585,0.701612644951227,0.010332483394680864,111,0.8136986301369863,0.821917808219178,0.810958904109589,0.8178913738019169,0.8128708352350524,0.8154675103005445,0.003941589672360969
207,0.15503334999084473,0.0053292861326051585,0.030913877487182616,0.0006175862150963324,1.0787878787878789,4,"{'C': 1.0787878787878789, 'degree': 4}",0.6496350364963503,0.6806569343065694,0.656934306569343,0.676416819012797,0.6910420475319927,0.6709370287834104,0.015352964196013522,339,0.7972602739726027,0.8082191780821918,0.8036529680365296,0.8096759470561388,0.8032861706983113,0.8044189075691548,0.0043633544732432205
208,0.09153399467468262,0.003531165734950384,0.029657602310180664,0.0006271222464250725,1.097979797979798,1,"{'C': 1.097979797979798, 'degree': 1}",0.6934306569343066,0.6824817518248175,0.7208029197080292,0.6910420475319927,0.7056672760511883,0.698684930410067,0.013315574684919796,211,0.7570776255707763,0.7666666666666667,0.7520547945205479,0.758557736193519,0.7544500228206299,0.7577613691544279,0.0049786752881669704
209,0.1057744026184082,0.00565737536846129,0.029123640060424803,0.0007226826143801859,1.097979797979798,2,"{'C': 1.097979797979798, 'degree': 2}",0.698905109489051,0.6934306569343066,0.7116788321167883,0.7020109689213894,0.70018281535649,0.701241676563605,0.005951786070957148,133,0.7945205479452054,0.8013698630136986,0.7972602739726027,0.7991784573254221,0.7950707439525331,0.7974799772418925,0.0025544839887159387
210,0.12313628196716309,0.0027919250545159814,0.028982830047607423,0.0006402504331356679,1.097979797979798,3,"{'C': 1.097979797979798, 'degree': 3}",0.6824817518248175,0.7043795620437956,0.7025547445255474,0.7020109689213894,0.716636197440585,0.701612644951227,0.010958104261275184,111,0.815068493150685,0.821917808219178,0.8123287671232877,0.8188041989958923,0.8133272478320401,0.8162893030642167,0.0035764441784939664
211,0.15115442276000976,0.004994459364378141,0.030514097213745116,0.0007970954703609005,1.097979797979798,4,"{'C': 1.097979797979798, 'degree': 4}",0.6496350364963503,0.6806569343065694,0.656934306569343,0.676416819012797,0.6892138939670932,0.6705713980704305,0.01488442905180219,344,0.8013698630136986,0.8091324200913242,0.8041095890410959,0.810588772250114,0.8041989958922866,0.8058799280577039,0.00343663317614133
