,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
18,0.013761615753173828,0.00040059865840262013,0.13561387062072755,0.001987693720159183,ball_tree,284,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 284, 'weights': 'uniform'}",0.6521739130434783,0.6485507246376812,0.6945454545454546,0.6836363636363636,0.68,0.6717812911725956,0.01816813447004582,64,0.6802906448683016,0.6920980926430518,0.6724137931034483,0.6805807622504537,0.6814882032667876,0.6813742992264087,0.00627865267478486
19,0.013167762756347656,0.0003972803516724877,0.13444643020629882,0.0011597569350731052,ball_tree,294,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 294, 'weights': 'uniform'}",0.6630434782608695,0.6485507246376812,0.6981818181818182,0.6763636363636364,0.6763636363636364,0.6725006587615283,0.016446305047868853,61,0.6784741144414169,0.6857402361489555,0.6833030852994555,0.6833030852994555,0.6787658802177858,0.6819172802814139,0.0028369919289270634
20,0.01356806755065918,0.0008004442348658018,0.13442893028259278,0.0007450732710239197,ball_tree,305,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 305, 'weights': 'uniform'}",0.6666666666666666,0.6594202898550725,0.6945454545454546,0.6836363636363636,0.6727272727272727,0.675399209486166,0.012435045887163505,55,0.6757493188010899,0.6839237057220708,0.6733212341197822,0.6805807622504537,0.6742286751361162,0.6775607392059027,0.004048831443734659
21,0.013558244705200196,0.0004839608132137118,0.13523449897766113,0.0018474293939361426,ball_tree,315,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 315, 'weights': 'uniform'}",0.6594202898550725,0.6557971014492754,0.7018181818181818,0.6872727272727273,0.6618181818181819,0.6732252964426879,0.018107047570987408,58,0.6748410535876476,0.6839237057220708,0.6715063520871143,0.6787658802177858,0.6687840290381125,0.6755642041305463,0.005349614580966415
22,0.013953685760498047,0.001093093663701567,0.13524303436279297,0.0008132685048916964,ball_tree,325,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 325, 'weights': 'uniform'}",0.6666666666666666,0.644927536231884,0.6945454545454546,0.6836363636363636,0.6654545454545454,0.6710461133069828,0.016990342517737986,67,0.6730245231607629,0.6775658492279746,0.6687840290381125,0.6696914700544465,0.6642468239564429,0.6706625390875478,0.004446747921198311
23,0.013763904571533203,0.0003803948218848735,0.1372387409210205,0.0017519323019425175,ball_tree,335,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 335, 'weights': 'uniform'}",0.6594202898550725,0.6376811594202898,0.6836363636363636,0.6763636363636364,0.6618181818181819,0.6637839262187087,0.015853253840440402,70,0.6657584014532243,0.6684831970935513,0.6588021778584392,0.6678765880217786,0.6633393829401089,0.6648519494734204,0.0035226026437774017
24,0.013365411758422851,0.0004872603986017555,0.13643302917480468,0.0018276801318359566,ball_tree,346,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 346, 'weights': 'uniform'}",0.644927536231884,0.6340579710144928,0.6763636363636364,0.6763636363636364,0.6618181818181819,0.6587061923583664,0.016915326281599946,73,0.662125340599455,0.667574931880109,0.6542649727767695,0.6660617059891107,0.6569872958257713,0.6614028494142432,0.005114057810541494
25,0.013964223861694335,0.000879600251111058,0.13622031211853028,0.0004896375512610792,ball_tree,356,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 356, 'weights': 'uniform'}",0.6376811594202898,0.6268115942028986,0.6581818181818182,0.68,0.6545454545454545,0.6514440052700923,0.018257237175017576,76,0.6575840145322435,0.6666666666666666,0.6506352087114338,0.662431941923775,0.6578947368421053,0.6590425137352448,0.005361778079180258
26,0.013570737838745118,0.0004948925700398123,0.13603386878967286,0.0008000972095411446,ball_tree,366,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 366, 'weights': 'uniform'}",0.6340579710144928,0.6304347826086957,0.6581818181818182,0.6763636363636364,0.6509090909090909,0.6499894598155468,0.016731738592397866,79,0.6557674841053588,0.6666666666666666,0.6433756805807622,0.6578947368421053,0.6488203266787659,0.6545049789747318,0.007964516050438767
27,0.013745307922363281,0.0007304218453809756,0.1366575241088867,0.001107132456344821,ball_tree,376,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 376, 'weights': 'uniform'}",0.6231884057971014,0.6086956521739131,0.6509090909090909,0.6581818181818182,0.6509090909090909,0.6383768115942029,0.01906836768461479,82,0.6521344232515894,0.6657584014532243,0.6406533575317604,0.6506352087114338,0.6379310344827587,0.6494224850861533,0.009845186700026272
28,0.012965869903564454,3.645232172702101e-06,0.13643159866333007,0.0017119264424088096,ball_tree,387,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 387, 'weights': 'uniform'}",0.6304347826086957,0.605072463768116,0.64,0.6545454545454545,0.6472727272727272,0.6354650856389987,0.017164275339097524,85,0.6457765667574932,0.6548592188919165,0.6406533575317604,0.6424682395644283,0.6379310344827587,0.6443376834456714,0.005846149538468099
29,0.013579034805297851,0.0004857422101803817,0.13642506599426268,0.0013118259545641926,ball_tree,397,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 397, 'weights': 'uniform'}",0.6376811594202898,0.6086956521739131,0.6218181818181818,0.6618181818181819,0.6436363636363637,0.634729907773386,0.018255435162216557,88,0.6366939146230699,0.6457765667574932,0.6343012704174229,0.6370235934664247,0.6306715063520871,0.6368933703232995,0.004987955347236916
30,0.013364219665527343,0.0004891298229508167,0.13723154067993165,0.001009543696860983,ball_tree,407,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 407, 'weights': 'uniform'}",0.6340579710144928,0.605072463768116,0.6181818181818182,0.6545454545454545,0.6472727272727272,0.6318260869565219,0.018230041641483185,91,0.6321525885558583,0.6412352406902816,0.6379310344827587,0.6343012704174229,0.6279491833030852,0.6347138634898812,0.004590638520904005
