,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.007990312576293946,0.0006425950745189471,0.06164517402648926,0.008626980125181209,ball_tree,100,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 100, 'weights': 'uniform'}",0.6684782608695652,0.6902173913043478,0.6956521739130435,0.7103825136612022,0.7213114754098361,0.6972083630315989,0.018062294713763458,4,0.7043596730245232,0.7138964577656676,0.726158038147139,0.708843537414966,0.7306122448979592,0.716773990250051,0.010048335127566357
1,0.007175350189208984,0.0003859489618478586,0.057834291458129884,0.000900155053722442,ball_tree,110,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 110, 'weights': 'uniform'}",0.6847826086956522,0.6630434782608695,0.7065217391304348,0.7158469945355191,0.7158469945355191,0.697208363031599,0.02050938743722366,1,0.7002724795640327,0.7193460490463215,0.717983651226158,0.7020408163265306,0.7333333333333333,0.7145952658992752,0.01223047570028736
2,0.0075818061828613285,0.00048763174672244455,0.05785064697265625,2.6175450161556132e-05,ball_tree,120,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 120, 'weights': 'uniform'}",0.6684782608695652,0.6847826086956522,0.7010869565217391,0.7213114754098361,0.7049180327868853,0.6961154668567355,0.01805152931099359,7,0.6920980926430518,0.720708446866485,0.7111716621253406,0.6938775510204082,0.7224489795918367,0.7080609464494245,0.012904516450162398
3,0.007361125946044922,0.00046414796980189204,0.05825023651123047,0.0004979565352736451,ball_tree,130,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 130, 'weights': 'uniform'}",0.6739130434782609,0.6413043478260869,0.7010869565217391,0.7158469945355191,0.73224043715847,0.6928783559040153,0.032136814745699044,10,0.6866485013623979,0.7125340599455041,0.7057220708446866,0.6925170068027211,0.710204081632653,0.7015251441175926,0.010164599506111677
4,0.007779550552368164,0.00039624494760353456,0.058464670181274415,0.0008158353467772888,ball_tree,141,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 141, 'weights': 'uniform'}",0.6630434782608695,0.6358695652173914,0.7065217391304348,0.6885245901639344,0.7213114754098361,0.6830541696364931,0.030564974815146403,13,0.6839237057220708,0.7084468664850136,0.7029972752043597,0.6748299319727891,0.7034013605442176,0.6947198279856901,0.012996006658351466
5,0.007582759857177735,0.00048655580410180766,0.058639240264892575,0.0003998260492314566,ball_tree,151,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 151, 'weights': 'uniform'}",0.657608695652174,0.6358695652173914,0.7228260869565217,0.6885245901639344,0.7103825136612022,0.6830422903302447,0.03234942852686982,19,0.6784741144414169,0.7002724795640327,0.6934604904632152,0.6775510204081633,0.708843537414966,0.691720328458359,0.012211496335118154
6,0.007786846160888672,0.0003992812565286999,0.05863676071166992,0.00039904588734849926,ball_tree,161,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 161, 'weights': 'uniform'}",0.6413043478260869,0.6521739130434783,0.7065217391304348,0.6775956284153005,0.7158469945355191,0.6786885245901639,0.0291795662756424,25,0.6689373297002725,0.6975476839237057,0.6893732970027248,0.6761904761904762,0.7115646258503401,0.6887226825335039,0.015156349862508847
7,0.007973146438598634,0.000620272817932681,0.05923337936401367,0.0008019809950596994,ball_tree,171,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 171, 'weights': 'uniform'}",0.6413043478260869,0.6467391304347826,0.7228260869565217,0.6775956284153005,0.726775956284153,0.683048229983369,0.0362905641297106,16,0.6716621253405994,0.6907356948228883,0.6893732970027248,0.6680272108843538,0.6965986394557823,0.6832793935012698,0.011293576901737483
8,0.007385349273681641,0.0004743705994299066,0.05902962684631348,0.0003859524612574767,ball_tree,182,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 182, 'weights': 'uniform'}",0.6413043478260869,0.6358695652173914,0.7065217391304348,0.6830601092896175,0.7158469945355191,0.67652055119981,0.032808809439227135,28,0.6662125340599455,0.6907356948228883,0.6798365122615804,0.672108843537415,0.7006802721088435,0.6819147713581345,0.012465860152128413
9,0.007780599594116211,0.00039985886080738697,0.05903525352478027,0.0007381542307357947,ball_tree,192,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 192, 'weights': 'uniform'}",0.6521739130434783,0.6413043478260869,0.7065217391304348,0.6830601092896175,0.7158469945355191,0.6797814207650273,0.029220471114146485,22,0.659400544959128,0.6839237057220708,0.6757493188010899,0.6666666666666666,0.6952380952380952,0.67619566627741,0.012612801862615227
