,Cross Correlation Sim 12,Cross Correlation Sim 13,Cross Correlation Sim 4,Cross Correlation Sim 10,Cross Correlation Sim 16,Cross Correlation Sim 6,Cross Correlation Sim 18,Cross Correlation Sim 19,Unnamed: 0,Cross Correlation Sim 5,Cross Correlation Sim 20,Cross Correlation Sim 7,Cross Correlation Sim 9,Time Elapsed,Cross Correlation Sim 1,Cross Correlation Sim 11,Cross Correlation Sim 2,Cross Correlation Sim 17,Cross Correlation Sim 15,Cross Correlation Sim 3,Cross Correlation Sim 14,Cross Correlation Sim 8
10,-829.9049989832728,340.3950657605478,1264.0365885159122,-44.0238554821774,119.8105507037913,498.3494567964671,659.8609350364271,-59.43840417122613,10.0,-212.79051136151787,315.76419221958366,-1020.9201174242424,626.3189590985679,10.0,-219.13388553161548,900.724589781868,194.4086484655752,-374.2108893048362,-356.40653346351843,440.5220357183874,-518.6648304039251,-1977.2582709060475
11,-145.17858678785444,-922.2798142250352,424.9050851203447,-362.6965231476323,27.625522674662168,-855.6053881927858,294.38825525541233,10.106080577159062,11.0,-271.3892184722122,-1043.4229929762846,146.15070216774976,-527.7612398035058,11.0,-895.072957849119,-1322.1621223495813,-426.8585474275407,-204.4104709853619,934.747248905189,1044.076406136567,-573.9266291963622,-479.4584761022732
12,-55.209218394863306,452.756667187853,-634.6228706089664,65.54362314361776,300.09158755920294,-205.7680426346188,60.96998450387772,584.9138638981493,12.0,716.1197571110979,-106.6687707679926,512.0848982625998,118.34850629918954,12.0,455.2480661991285,216.6465581793155,-2035.0884140478777,-417.7985906287076,-859.6097562450018,-125.91785314633589,-1189.498082668815,714.5617282492111
13,1336.4657719419245,-1102.9709997640325,-227.39782684082144,250.1154848550778,85.07562469785819,-501.4438014354324,252.3455829913692,497.2728525852569,13.0,-740.6606300032748,-890.0526545851653,-391.2539979714261,497.98888652961546,13.0,-1152.806121277279,415.0625751663803,-3794.985974056933,320.4402848368025,-37.23500700877536,285.70222621866054,83.0284138912695,1055.7076670337804
14,839.3814589035657,774.2466948981047,-422.10662086895496,-879.3690431366415,926.0247465258192,198.43439404940497,-337.6795230832521,581.506295140545,14.0,906.3570131744746,219.86003281051012,523.4602400885602,366.263379848345,14.0,1189.1059282690203,170.6460533650788,-5257.204040380989,-1330.0748891847436,-83.27346832242151,-205.20923773354585,-235.1911845420641,1120.7366150874325
15,744.8245381491647,-1275.232001237992,-593.5318206128632,12.237442157891394,-390.0756650216853,258.009410366696,669.0292512990518,-265.7514859173429,15.0,-206.10410812481425,-1189.3516770783622,-1082.6544840190336,-285.8719889450367,15.0,2017.0726667736803,-185.68693700503297,-4824.665392835711,-240.4785268509238,-401.9326348385425,2416.45315606492,498.6225743455181,595.619241709634
16,-19.65923169739703,-1313.711251657994,-1522.5663236313578,-6.184581725994708,186.2937316097446,-293.2824086390242,-231.2682045048303,1.8764536421571327,16.0,-64.06572002625246,896.2161359805992,-293.8605418114662,-791.3186795333588,16.0,4688.8774091709065,-1210.0457579440713,-5107.210847482836,279.77171776137686,206.8900454726804,3392.4439924072294,434.5604522760858,-374.3230008924113
17,657.9542153305409,405.6183479864548,-610.6567688351986,441.84760646071015,603.0482010897503,-884.1451161088361,1344.1853022917053,990.5735912072332,17.0,-170.57971502964082,-550.8126437219886,1846.9163754790047,852.3300971335576,17.0,6086.552435135922,556.4418940433654,-3442.9502655627484,-1562.662607545587,-28.636868597993832,2534.862426534,1012.8499875844708,-1029.1487347307036
18,1126.868066526164,-2488.524533085083,264.5657004065106,40.36626056596784,279.4741092540603,315.069822708218,103.68723798266193,747.8273844080537,18.0,-319.6257300972981,354.0025003263209,-952.4450262213004,-661.1386698206691,18.0,9352.131273256276,-288.58441354712045,-2251.633974413772,666.9147914876787,-5.925381329299616,4689.609942725848,1336.535259290622,-196.6444238744312
19,443.07338497551353,86.22660630131834,557.8829927770878,186.3661835159216,-495.19272974570623,-811.8962824057212,1006.7815513644942,325.5319776735024,19.0,447.2986491398578,-725.9493414682557,-229.8623501133068,-940.135397805671,19.0,10862.561740496269,-31.794988233876744,2197.223250728673,384.84642789299687,-581.0705628625644,5442.344472481481,-843.741586347973,327.50132514405027
20,-311.60562010610687,-632.8318746236309,495.4446435610393,-1231.2629263890833,-1086.5023747718212,574.9636239595163,90.06318031535301,-377.1037750341835,20.0,155.42363157932223,1611.945840234438,-608.2833755296125,115.87959198859082,20.0,12120.69562693552,-1162.345411734876,3691.341077884929,1156.5681087265689,1189.5676978426177,6677.595712208526,-792.2679556825353,2026.8238879260664
21,-59.304106062794176,728.3216885911676,-326.68225660420416,762.7560564637625,-453.4544331141389,-457.8384254345394,-392.3585430175226,146.77328501851176,21.0,33.005922000839355,-1170.5445768864488,626.6112950126534,579.4575037546717,21.0,12883.35609035172,1064.814552785325,5065.151471146538,-354.4107345679175,-427.6614547852694,10218.319321207247,1798.1200303049811,1187.9690233697702
22,177.5224594604786,-1450.7960102636227,1023.212814080381,539.8259173824148,-937.3450539817716,-411.00172524996793,110.4245873660734,421.3829728200822,22.0,-68.65847015568814,165.25859498407667,-535.8455542526249,-950.5810721027676,22.0,9253.124548102209,10.74273761139623,3269.520319661124,-644.209837965936,-329.320494142815,9617.02273623248,322.06570305031494,810.4585404559747
23,900.3372210857995,-448.892652572142,237.29671219974225,-486.5754198506133,471.0148936932994,282.14954212546195,-109.3913132486619,231.77891390855223,23.0,-63.70462545051357,-818.3816974677507,388.34512991324704,1056.9094104966516,23.0,7233.341601943579,-1064.5947943092604,3165.1160027743963,2429.248787961285,-327.5411768020961,11956.213111889469,-479.8911402517659,-560.837126944457
24,-2070.127510495724,159.42583861031267,2233.28117114257,147.26852514126878,-660.9454204907761,-477.3985419671654,-1317.9299409513444,444.5185682736652,24.0,-746.749890015361,747.4061066206779,-119.67688899180769,1363.4071399341994,24.0,4042.786554279313,-490.4662284309633,2245.6984599228927,672.7752159788932,-487.5323759192674,11016.50607219068,644.4570620697167,-1962.0245717464795
25,1119.489655255918,394.5315524300863,3662.545970539667,-247.3108695889883,-1525.7923784659365,394.9395459332126,-404.6091850922982,1611.1284635705397,25.0,-339.745929857458,104.29818005622352,999.9100986175932,-2630.106177416068,25.0,-376.0566392328926,996.1099290119188,-1374.7822160025155,-129.82141345031863,846.6587167591003,12228.308133051563,-208.0060345675484,-1753.23396509885
26,24.98658686404214,-436.1093700230181,3306.5854108480125,1242.3189942340896,-330.4880180769564,521.1569682136073,1697.3045008139345,521.7685872825464,26.0,-1814.064753122101,546.527675809374,-774.4787103521726,680.2739512003092,26.0,-3619.6756961734095,332.36261404783204,-3975.9716116541967,866.7674377290432,773.1165465832136,16046.672467229202,-486.894550127727,-969.9494458319308
27,962.8291067543636,887.0010978953434,4804.571222688065,-65.98957713897065,-1067.244958729278,-49.65679044097667,708.9682755166266,-1453.02717641022,27.0,978.8846720597028,1522.4373186128114,-186.08481647732344,1982.1779703204384,27.0,-6002.633128412522,-1796.5336528138932,-5496.63605734876,905.6818099440804,-25.596752835699668,15331.452382713242,-1057.0199073251983,-625.6698125849911
28,154.3804281385723,-1172.3276463143245,4806.925735103951,-586.5701920197387,-760.84972310222,605.5886923811913,1025.677905923365,-110.3251292407588,28.0,-1816.2893297533844,888.9171677576027,153.5644679058621,-854.3425472367998,28.0,-8739.004554758623,-451.1410752089704,-3157.568467639484,-229.85617339999536,-1116.682460190467,16758.287861177185,-414.6644987741038,2150.368612183092
29,1297.8373462555603,-1029.968387630502,4871.50643966649,-482.0781165320251,-13.793075573844812,-172.91393598821412,-483.4475857112561,-359.85618764874914,29.0,634.3862148616371,-747.8513143822886,1268.9520337550834,238.64979249737843,29.0,-9609.873258059632,1227.728086045569,-1599.1306248535202,3.21519659016828,683.4049703308948,15737.651498038418,-1517.2125737229162,2064.650223611879
30,-166.61348386200083,1394.0536708524671,3258.50852621834,-109.48274185878762,-2440.614260754224,-891.1246544445329,1051.4723619823033,1112.7660768476803,30.0,-3319.5795752348604,254.6633777158388,-1779.5574911240271,1688.2564027385008,30.0,-10064.923575019831,-622.3630585354367,-275.88893740724785,468.8290805893313,1017.1439410115986,13147.680065404753,-661.5645738604416,484.0735808426427
31,-31.73213900466172,-735.8884012822572,3398.5042617328336,1071.9093345736228,926.0103655105374,38.97639176515304,530.5889060497119,852.9141528641057,31.0,-766.6832185627195,138.0881933959185,1090.4071651850415,-981.5752850247771,31.0,-10231.753172933131,-1471.9168978614225,2068.851802742687,-532.8563091627312,-527.8369619273996,13709.53331764057,501.7428941253192,-331.38735453272693
32,-706.5107073865076,1633.3264926378804,2271.839108065195,236.4412867513716,458.30203609158144,-659.3372442101806,636.3037260476506,-148.28298511479576,32.0,-1837.4865147443568,-337.5588187333891,-2233.446827840068,116.62173138088932,32.0,-9784.86872516488,-713.8931907474963,5421.185686648183,115.99140176200169,-824.5114559874489,11947.48122722013,-1307.5069471536108,-632.4692766854719
33,214.3712640243378,582.1585331203103,2517.479677650769,-378.34233113994594,641.5361668350695,-972.7705147483796,1279.0416274369231,979.6747731012904,33.0,-766.3290634240757,-748.2496414992554,1540.352749941995,688.3421163930813,33.0,-8627.373452534079,903.7690985003128,8282.951752926856,-1239.4894040397674,2767.098849709484,10665.68092835725,-2964.18811245577,-211.85517221185464
34,-1265.1355584247046,-395.0042374036693,2577.607625061117,441.6463818104874,665.9984002586923,-2271.2512527814447,1234.7670869943008,-702.6730385155712,34.0,-1395.4930978999216,1494.7314715502014,1214.1541766903754,-862.1913122575121,34.0,-7865.980961695613,-1171.5066567047904,6965.449857250492,-232.38759296328988,-233.9060979195293,8709.513773402305,588.242185453277,-658.8702448571361
35,426.8010719895724,775.7240443045232,-111.46265069082436,-928.6087095462228,338.22584675406995,-2898.2205031299995,363.6689095294717,-380.5152993617968,35.0,-391.0787474363189,-2368.580875045196,-2113.549137204453,74.80822913666194,35.0,-4214.339273579674,-549.6988990720685,6712.495371736643,-524.6906280993054,-99.05943403475324,6176.185085120734,1089.55506590822,1726.280068826237
36,-1746.9089857618578,-464.3939844749683,-539.5465316582137,1517.781730785072,932.5492141077503,-3010.484701189272,-567.4082959527381,468.9681686947191,36.0,466.2683604663286,-368.4974223394008,434.0875173558891,-722.8756526881302,36.0,-2487.692156392676,1486.514390677737,6544.472013137109,1599.1143910392334,269.6871578089665,4750.407732523865,-2026.295830122808,2754.949193349666
37,-106.40952018195564,31.4069303500156,-2105.870379079889,285.3045519178393,891.1582384312192,-3124.838210930181,-1596.1268024707608,751.2801016471763,37.0,1971.467008478612,-1123.7702619201884,-1187.2095174290016,401.7761367851544,37.0,-1188.935487657462,-486.44666793441473,5596.9571018773,1067.0337949608368,-1113.9748805881602,2425.38798811112,-1444.1426704750827,4579.804378428314
38,-2512.388976794661,-1092.7667388652942,65.44987599799937,648.9384262274673,-1295.5740392200526,-4870.46398323262,281.5855150531951,850.4736398641134,38.0,1462.6972667605978,29.781612300647105,217.2483520001912,-257.7746312709424,38.0,-2309.354084196479,-1665.775371676997,5947.175244954853,-3273.102630142553,532.4296143421205,-2878.203484476671,793.2131271783313,2619.7933245564595
39,1574.9826269135503,-1402.040268963607,1398.4041013496592,635.6425573744542,270.1987205798065,-4833.653871672093,757.5633443848205,314.89670442063823,39.0,1247.8948701440538,-46.41075484408341,2186.1464465247936,-908.0167171723492,39.0,832.7145367674358,263.37560151035154,4010.903924834477,1074.8037453106906,1212.3670813372223,-6569.539124128833,660.2137723066644,3729.0175491133336
40,-701.4580953503149,-2302.14979504541,468.0795990288232,-1805.2105357330693,140.93087097544955,-7196.32971076275,-962.2863919130284,-1974.600909395485,40.0,3868.788853610951,308.15249947865175,637.8644170245398,1939.3924117423448,40.0,121.35295586955034,2108.9034108124943,4342.360180932572,879.0930698666358,-1598.4832893802468,-8905.312982079511,-1012.2039718497432,3860.981545747195
41,-707.611852937736,-157.07657790803464,3501.669974599304,62.29922449519351,105.92629359956506,-5137.487321184679,208.10322233316128,33.0740915418348,41.0,5213.715864149172,-215.2213184214397,3631.278294317543,2532.365670522064,41.0,412.4599453585694,-705.7318876940526,4485.2590527941,500.2721940877282,19.67381265831097,-9132.184696863367,1098.1780536345452,2329.245445657659
42,-1575.8076025903729,-32.544034812260115,6840.363903861864,-175.3738547088853,-170.17562503987014,-5531.440500747638,-1998.97483181294,1757.8519315346095,42.0,4723.72603157404,-766.4577412779029,270.9996068848833,1221.9033450367456,42.0,-1890.7432659643127,1045.0822256251631,3535.4493152672826,197.37463609484792,1849.9378064966515,-10482.03307908908,2742.948359344175,1404.03874660111
43,-810.1346857120018,364.37108807730624,6097.011667565482,1893.3737352850903,929.8849649776556,-6344.467302465978,-124.34633171278836,1015.7535385648696,43.0,5339.847180237523,-784.9480351798354,2006.8772503531009,1396.8104177695536,43.0,-4465.755784884305,-534.0415178337927,883.9957436890584,-1669.6154029418817,-2148.169760547884,-10649.531801001296,-649.8136891735915,-1014.3985780369264
44,-270.57549063690595,-298.75497468908003,4402.754171637831,-921.4362542183017,1895.82001516283,-6873.327513714819,-140.51949025374626,1265.9197208751611,44.0,4867.82869908576,-3.29540757359098,1634.6835710726498,2882.671307321976,44.0,-5423.867333885162,-1039.1463996800069,-1617.3348317965315,426.1871703303641,1319.5771529211868,-10648.54492848417,1057.7758325441227,-1859.776173365109
45,-239.7339957751516,1466.0109747036995,5126.493668741846,1011.9794019320392,-649.3108688359887,-4447.845020102302,556.7792045564705,47.27290717419536,45.0,7872.820491653174,-1390.8481974825377,3173.8941927712,-310.83715088317376,45.0,-5306.851116792356,1908.904071468732,-3276.01528338247,-323.40253963364705,72.5113049665205,-12421.27901429652,299.035724415887,-5811.794770548619
46,-431.9041189704394,1530.7580102573909,5057.790859144018,167.58415378091289,654.9571056189214,-4888.370686179203,2389.4813587486,824.702794926343,46.0,6491.14102648336,-367.1466447546812,489.6895672108649,3158.0957956447896,46.0,-4989.542548898694,714.523236118187,-5690.196992360761,-640.1686611702172,696.6020995118961,-12037.232076272156,-1307.65834778954,-5661.635609499177
47,584.2197233830839,334.0987342195882,5559.028265135468,-1672.5612622383785,-33.43942404522409,-2873.6682797650747,1276.7483716353345,153.18054022449903,47.0,5580.00896351646,132.54684032118917,1114.3558906654848,2448.5225335767227,47.0,-5354.956046888278,1275.0745664735591,-6513.698634792951,-1096.6221100936375,-350.94189256743124,-12026.302670578032,752.6073744751811,-7502.973233841752
48,-1200.378755116656,2439.6142355859247,4294.695298628569,437.9095227960316,-207.98662045798045,-3578.998230877333,-331.2815925570215,1185.7555613867155,48.0,6412.242985293254,1052.2469143042767,3918.068218393773,-570.1819971809463,48.0,-5867.75284857094,453.8500500926554,-9641.555345785036,-3110.974297631038,212.26064101587323,-8431.945660327981,257.5019630320382,-9702.304234615782
49,101.77978321965648,932.7661843675764,5010.834712098142,54.28275527310065,-1505.3366900546507,-2888.8052544658417,456.66565850583066,1031.445264527514,49.0,7210.238587794857,-563.7680916006108,2847.4156850497893,2288.6237324691106,49.0,-3592.2826438906072,-2187.25480892414,-8391.901557875823,140.1620053985317,1112.2816642626933,-11093.289223055692,-29.05848011614996,-10058.509560415536
50,178.70105088233166,3031.653577665096,6364.582650026204,746.4373051706945,-2118.3099363029382,38.04204393172317,-774.9046393089185,1723.1772246278745,50.0,6658.386758257911,1348.0608017038946,1540.688313456668,309.9546992500895,50.0,-2714.9178618230435,-945.6545636486828,-7026.471046009608,1221.333330960549,-2777.528519010346,-8952.991684427852,-407.68703067134254,-11181.831819163066
51,-736.7846292791932,-102.47245354304953,7573.220236266503,-650.9221255593103,389.6561786105688,2027.583550907804,-1845.08758469563,731.4911232721997,51.0,4640.320316198175,225.69220070256688,1737.487788408606,378.98087524005393,51.0,-715.7835455360965,2454.081973090708,-6426.192939853655,-388.8912964341018,-78.00091806008624,-5873.126711659754,-217.960270019862,-11249.267046522422
52,922.7775855527276,-993.2580004522832,5373.713888665981,-2506.766180909867,1008.323964451912,3697.946335230757,2499.71600102854,-291.6854221743255,52.0,6436.556158351635,-440.2005762464628,-407.9521107107112,1768.3339540526258,52.0,445.2431093525392,1876.6101419249671,-4399.58230535003,1550.930858283048,-1409.5123409435105,-4251.462305323968,-195.3638536571921,-12356.813344749782
53,3724.874924230432,2056.3786598641523,4327.385004326673,-3112.79430314794,-1485.2055718011145,4097.441867292764,1009.1674324816942,-1357.455631161807,53.0,7247.797692497866,269.23929791678404,656.3291363828063,-877.9350611888506,53.0,-850.4479610063613,-469.2432218047104,-523.1763580801307,1587.2042244484303,803.5962754732193,-2468.74910288868,-1714.3481452633623,-9688.543447819551
54,5725.53684465757,58.13135526345731,483.5866992971835,-2221.268629519538,-807.6104839981592,6579.686644856906,505.7709237007655,1830.3487525769103,54.0,8320.233419134225,-64.9929378052032,688.756368359831,643.5353188906183,54.0,-81.6270604117768,399.63229400126926,1960.692239454492,-44.48514828671159,960.9262937325208,-2496.1891043053342,-523.6050669789561,-6483.702989178699
55,4451.186352341348,1263.3035117044865,-1486.1809397974412,-1041.979514335525,-766.9646815029105,8334.984112562786,814.1745138821351,2650.0495032543954,55.0,8954.74193907049,3261.7127619391417,2152.438328306446,466.3179441484019,55.0,-1576.7325044689298,956.9742380276656,3028.0637308637174,1096.4758841869536,-1995.7775322722723,-2112.2875778775265,2229.131026658205,-8428.40891857028
56,7348.86531000199,1248.5713229770795,-438.8081034495317,-3664.697361432446,-478.7487223189359,5657.507850098626,-950.8981999281928,-462.78355998006106,56.0,10168.529498053158,-1532.1385266191169,1590.585987746466,-400.0834321905566,56.0,-5248.6992825694615,538.5671015824739,2636.505988409739,-652.9330865800728,46.93689679328519,-1521.439147845526,-79.07331581595722,-7482.8779866848545
57,5136.556806128397,-670.5190575689418,-353.92977324151707,-4776.450919475882,-3034.12876107071,8697.850770391617,-1255.5457167493664,1327.462758191315,57.0,11210.439256794498,2046.445303944648,517.4944459587928,-803.7798879671429,57.0,-8825.520978179571,5017.650783586968,-609.2493903610315,-723.1223795879956,59.227627451253696,130.59019755072492,-240.975565297381,-4933.220183707071
58,7354.252654881331,-1905.1870044458583,-203.6804527185828,-291.1547057522562,-2017.057978095663,5806.177019277444,-1752.72525501703,2118.8161397758176,58.0,11379.573503144307,1791.3094684932237,439.2917220276479,1045.299481373594,58.0,-11152.32602963097,4552.611565768279,-169.20908991215825,-742.4000232858025,-518.0312311462196,416.26360040748153,-1067.0833817270486,-5239.822556473313
59,7022.251690509633,2503.0402775254192,-1866.7628323371616,-2827.699158446964,461.0221744081472,7591.992177417927,-1992.482435263703,1661.1760270149464,59.0,11616.090211787354,-1340.1238823015506,-661.6352217912126,-881.8804346224939,59.0,-12386.889625478514,4069.088865180869,-2584.961877861147,166.21315819391856,2599.6565254094617,4008.215173533537,-1123.2383718360447,-4877.124352951798
60,8236.376818778806,2013.589408494492,-4848.00828492122,2024.96713451704,2167.5342996558543,4848.83663966025,257.7298971023771,-10.87190265957632,60.0,12891.828789891098,-946.6216186458238,-905.3108428499002,1255.139019690368,60.0,-9258.696976005242,702.9682551575073,-5093.589919273009,-1088.5160394474249,-1233.4350383382373,-244.4264615276671,261.79436212009955,-2740.0168809834404
61,8442.813917262549,-676.1860768589486,-2415.374404666735,3153.4747595840813,1903.4006493515265,2385.972199225072,-1282.160056782825,-1173.9904867638415,61.0,14702.343003870166,761.6661346557843,190.5025264621348,1372.5372111446363,61.0,-11098.63413338912,-1552.5672675337903,-4272.381277932438,114.82429179108814,833.9895176407433,-182.1935990215348,-408.5792579273975,2258.4541643400344
62,8446.74996204872,-1032.603550310068,-1752.2838803793918,3451.9487747312883,2002.732794813152,5270.127537640612,-230.48305979682584,1977.8782355442493,62.0,12291.239464039229,-723.0389238417331,152.33831444395284,-1576.6476932074152,62.0,-9611.97089137142,2290.8521112497674,-6471.115749073453,1286.9014512136823,-629.8828647825725,-1600.493436084936,-4450.89549676571,887.1661825234917
63,8015.540451643218,-5281.315028787338,-3497.6686430366663,4677.232257387142,-420.8609040625528,3616.290790676262,-739.6606439652759,2252.480291146364,63.0,15137.75829696996,-600.332962536547,-1375.0624728919547,-947.7004092154666,63.0,-12503.63941890773,139.20318523868264,-6384.213879582382,4086.430636290001,-1221.9429767335096,-1442.5741640355843,-4269.700982168795,2109.1892979422687
64,9552.627426481638,-4801.456398300234,-5839.524103665,5213.815564081278,944.1099290005168,4283.39768282284,-258.6290785330308,-299.02787578277366,64.0,13790.899129863352,888.5494934926016,-1958.9464701858035,-1306.289453755204,64.0,-10391.874820052464,144.00183734193934,-2124.580703355791,-47.39797327311973,2256.659072209631,-1286.4132894701247,-6935.637672927945,1122.5824752692415
65,9572.71100605616,-9140.458219472708,-4911.787183915683,6718.090609315998,64.77505734187936,1671.174348276675,1262.8091476737277,1353.8317277432946,65.0,13962.915470905557,-440.42868050680335,1658.5166299377552,656.4576811381316,65.0,-10219.59362330402,14.335787444194835,-250.796128069918,-1989.9820967783128,-1994.155678402037,-2555.6248393142087,-10384.571016578891,2681.522148612049
66,11914.819197221035,-9161.48110572588,-4756.492588090777,6437.663753478307,1169.54948517707,844.755487293394,346.3108384609409,248.18633255712723,66.0,14418.130752321656,140.1997123853116,2675.851647923686,1311.693501345051,66.0,-6005.4437405322415,4787.479300650397,-1258.449954127181,1717.0410755098264,1898.8435046605373,-2422.01475649631,-11754.032714160052,623.7896758382412
67,11742.679814514117,-10905.938454853203,428.0372433270594,9367.190775587827,1294.2422727999349,4457.710497589344,-1532.7543823469557,1988.2775540425569,67.0,14335.46737171852,-69.64476433378624,-402.6191057680393,-652.292836676036,67.0,-4585.279422913327,3925.516951185187,1731.9969659042615,-3652.363724066424,699.1405548771152,-5503.623968060569,-13293.696095102445,1065.2288664111552
68,12717.49460650404,-13800.646758518957,1540.144668279654,8160.7018289541265,-1787.9103178517744,5793.734946672403,-1042.0576766461647,1690.3668773877764,68.0,14266.508197500005,-3120.202336225953,-446.3103805477029,-2785.7299307228946,68.0,-4402.915254307821,4262.593438488298,4340.985306752639,-515.6649099471808,-509.68548808373095,-6285.388416732816,-13633.334496869147,3591.7980017283176
69,10539.61428913405,-10704.76601972913,-718.3663303932406,8925.670297070965,549.4764711720677,5814.7925072719,482.40432147584966,-1661.2502047933278,69.0,14598.611725498253,-16.095433933951725,292.8464397240097,-3928.3999909525296,69.0,-4444.851518221438,8878.582807142362,5646.207976881867,-1242.5572072418686,732.1747010140051,-2930.767289836184,-19878.910627150024,2716.68853768109
70,11102.567490003918,-11365.323954562356,-1399.919842868333,8789.611218010054,1262.227290654704,5393.739704587879,1062.758569675654,801.0687979838523,70.0,11739.009560706543,867.5807939225169,2202.358901925673,-6405.232992611142,70.0,-3726.6185716041,8478.179525088159,7779.724552849466,-2822.8867763895187,2266.0222853903406,-4911.538868257609,-20993.28580978813,3372.742287082552
71,11581.771766454434,-10509.202477485946,-3859.721118785746,6897.317166012707,2842.896946550418,5005.311591909284,-651.1256541225741,3035.084240319989,71.0,14742.906012788795,1621.1322910792314,2698.679469214491,-5562.566323915321,71.0,-4782.625563007697,7830.625191858432,5766.372313459766,763.1442369466125,544.8340767582577,-5457.096622325451,-21838.18058807752,1334.0887437979495
72,9635.370111308668,-13678.546311439148,-2357.437713533104,6456.730846186654,-166.8990603865,8484.634600549929,1835.3102895544253,-629.0833639288444,72.0,11821.06890261736,-1478.9530256332848,2906.831332783995,-8188.186072534235,72.0,-3163.5510727312403,6104.51930502833,4233.687006443107,2016.5876829168808,3246.321553307655,-4168.593334449961,-25032.126882857312,2418.883911463496
