,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
286,0.2890329837799072,0.017164503989627884,0.06642541885375977,0.011473892649960115,1.4371717171717173,auto,rbf,"{'C': 1.4371717171717173, 'gamma': 'auto', 'kernel': 'rbf'}",0.165374677002584,0.165374677002584,0.16580310880829016,0.16580310880829016,0.16580310880829016,0.1656317360860077,0.00020988786271187038,301,1.0,1.0,1.0,1.0,1.0,1.0,0.0
287,0.02871847152709961,0.0017164782430873476,0.013970232009887696,0.002082032429174611,1.4371717171717173,auto,sigmoid,"{'C': 1.4371717171717173, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.34366925064599485,0.3462532299741602,0.3601036269430052,0.34974093264248707,0.2849740932642487,0.3369482266939793,0.026581541268168616,234,0.3100323624595469,0.3294498381877023,0.36222509702457956,0.3428201811125485,0.2858990944372574,0.32608531464432694,0.026344218391339946
288,0.04647421836853027,0.0072100422668151636,0.04029316902160644,0.007316927112091584,1.4572727272727273,scale,rbf,"{'C': 1.4572727272727273, 'gamma': 'scale', 'kernel': 'rbf'}",0.6537467700258398,0.648578811369509,0.6062176165803109,0.6347150259067358,0.6191709844559585,0.6324858416676709,0.01779485927258579,49,0.6524271844660194,0.6485436893203883,0.6623544631306598,0.6584734799482536,0.6571798188874515,0.6557957271505545,0.00481751429984709
289,0.040897178649902347,0.016163726307720665,0.015153169631958008,0.003184612332164193,1.4572727272727273,scale,sigmoid,"{'C': 1.4572727272727273, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.5400516795865633,0.5012919896640827,0.5207253886010362,0.538860103626943,0.5,0.5201858322957251,0.017367305687422317,184,0.5022653721682848,0.5029126213592233,0.5310478654592496,0.5284605433376456,0.5012936610608021,0.5131960126770411,0.013554243298464158
290,0.3077703952789307,0.04710275452271671,0.07459874153137207,0.018756513905140694,1.4572727272727273,auto,rbf,"{'C': 1.4572727272727273, 'gamma': 'auto', 'kernel': 'rbf'}",0.165374677002584,0.165374677002584,0.16580310880829016,0.16580310880829016,0.16580310880829016,0.1656317360860077,0.00020988786271187038,301,1.0,1.0,1.0,1.0,1.0,1.0,0.0
291,0.02514057159423828,0.0007456098557872776,0.012169313430786134,0.0014675759949309066,1.4572727272727273,auto,sigmoid,"{'C': 1.4572727272727273, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.3385012919896641,0.35142118863049093,0.3393782383419689,0.3471502590673575,0.2979274611398964,0.33487568783387556,0.01909454434113944,243,0.3074433656957929,0.3262135922330097,0.3551099611901682,0.33764553686934023,0.3027166882276843,0.3258258288431991,0.019335788563893046
292,0.03270559310913086,0.0027074583334107823,0.029124975204467773,0.005060628248123382,1.4773737373737375,scale,rbf,"{'C': 1.4773737373737375, 'gamma': 'scale', 'kernel': 'rbf'}",0.6511627906976745,0.648578811369509,0.6062176165803109,0.6347150259067358,0.6217616580310881,0.6324871805170637,0.016839294024477963,47,0.6517799352750809,0.6485436893203883,0.6623544631306598,0.6584734799482536,0.6571798188874515,0.6556662773123667,0.004914019503679381
293,0.027124452590942382,0.0007517592758200922,0.010975217819213868,4.577636718750001e-06,1.4773737373737375,scale,sigmoid,"{'C': 1.4773737373737375, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.5400516795865633,0.5038759689922481,0.5155440414507773,0.538860103626943,0.4948186528497409,0.5186300893012545,0.018233651709307935,190,0.5029126213592233,0.5009708737864078,0.5297542043984476,0.5265200517464425,0.5038809831824063,0.5128077468945855,0.012593029111323607
294,0.2307737350463867,0.007627972534996679,0.05285887718200684,0.003514310661394083,1.4773737373737375,auto,rbf,"{'C': 1.4773737373737375, 'gamma': 'auto', 'kernel': 'rbf'}",0.165374677002584,0.165374677002584,0.16580310880829016,0.16580310880829016,0.16580310880829016,0.1656317360860077,0.00020988786271187038,301,1.0,1.0,1.0,1.0,1.0,1.0,0.0
295,0.02892923355102539,0.0025173967939050453,0.012358856201171876,0.0004812868262947183,1.4773737373737375,auto,sigmoid,"{'C': 1.4773737373737375, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.34108527131782945,0.35142118863049093,0.3393782383419689,0.3471502590673575,0.2927461139896373,0.33435621426945683,0.021245245642614836,245,0.3067961165048544,0.3262135922330097,0.3551099611901682,0.3389391979301423,0.3014230271668823,0.3256963790050114,0.019935968055765148
296,0.03329777717590332,0.0020538928141803094,0.026728200912475585,0.0007471976709020967,1.4974747474747476,scale,rbf,"{'C': 1.4974747474747476, 'gamma': 'scale', 'kernel': 'rbf'}",0.6511627906976745,0.6459948320413437,0.6062176165803109,0.6321243523316062,0.6217616580310881,0.6314522499364046,0.016316483230782743,57,0.6517799352750809,0.6485436893203883,0.6623544631306598,0.6584734799482536,0.6565329883570504,0.6555369112062865,0.004880873700499978
297,0.029925203323364256,0.0025300335282764,0.011761808395385742,0.0007446176997596108,1.4974747474747476,scale,sigmoid,"{'C': 1.4974747474747476, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.5400516795865633,0.5012919896640827,0.5181347150259067,0.5362694300518135,0.49740932642487046,0.5186314281506473,0.017442515502416905,188,0.5022653721682848,0.5003236245954693,0.5297542043984476,0.5084087968952135,0.5032341526520052,0.508797230141884,0.010814440725985638
298,0.23278388977050782,0.011224634009332749,0.04966635704040527,0.0011725167364320219,1.4974747474747476,auto,rbf,"{'C': 1.4974747474747476, 'gamma': 'auto', 'kernel': 'rbf'}",0.165374677002584,0.165374677002584,0.16580310880829016,0.16580310880829016,0.16580310880829016,0.1656317360860077,0.00020988786271187038,301,1.0,1.0,1.0,1.0,1.0,1.0,0.0
299,0.030518198013305665,0.0044442155361630814,0.01296682357788086,0.001262634437605235,1.4974747474747476,auto,sigmoid,"{'C': 1.4974747474747476, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.3385012919896641,0.35142118863049093,0.3393782383419689,0.3471502590673575,0.2979274611398964,0.33487568783387556,0.01909454434113944,243,0.3074433656957929,0.3262135922330097,0.3551099611901682,0.3395860284605433,0.3027166882276843,0.3262139271614397,0.019586975729298867
