,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_splitter,param_min_samples_split,param_min_samples_leaf,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
10,0.4993593692779541,0.019910228128500934,0.0005963325500488281,0.0004869067648353267,best,34,14,22,log_loss,"{'splitter': 'best', 'min_samples_split': 34, 'min_samples_leaf': 14, 'max_depth': 22, 'criterion': 'log_loss'}",0.541970802919708,0.5091240875912408,0.541970802919708,0.5356489945155393,0.526508226691042,0.5310445829274477,0.012337356413748717,98,0.7,0.6844748858447488,0.7123287671232876,0.700593336376084,0.687813783660429,0.6970421546009099,0.009981376037593793
11,0.012272882461547851,0.0007450700209611149,0.0005980491638183594,0.0004883073635867067,random,46,27,28,entropy,"{'splitter': 'random', 'min_samples_split': 46, 'min_samples_leaf': 27, 'max_depth': 28, 'criterion': 'entropy'}",0.5109489051094891,0.5054744525547445,0.5200729927007299,0.4826325411334552,0.5191956124314442,0.5076649007859726,0.01363172647641982,206,0.5589041095890411,0.5744292237442923,0.5621004566210046,0.554997717937015,0.5846645367412141,0.5670192089265134,0.010962035581027225
12,0.011575937271118164,0.002058892128797928,0.001000833511352539,3.3358158936295893e-06,random,34,35,20,log_loss,"{'splitter': 'random', 'min_samples_split': 34, 'min_samples_leaf': 35, 'max_depth': 20, 'criterion': 'log_loss'}",0.48722627737226276,0.45255474452554745,0.5164233576642335,0.4936014625228519,0.49177330895795246,0.4883158302085696,0.02054248058315586,251,0.5328767123287671,0.5292237442922374,0.5570776255707762,0.5298950251026928,0.5376540392514834,0.5373454293091913,0.010304314933154392
13,0.17048330307006837,0.012373275357984386,0.0003996849060058594,0.0004895126194160448,best,31,43,21,gini,"{'splitter': 'best', 'min_samples_split': 31, 'min_samples_leaf': 43, 'max_depth': 21, 'criterion': 'gini'}",0.5492700729927007,0.5492700729927007,0.5218978102189781,0.5411334552102377,0.5850091407678245,0.5493161104364883,0.020458326845054338,29,0.6378995433789955,0.6474885844748859,0.6415525114155252,0.639890460976723,0.6220903696942036,0.6377842939880667,0.008474918264867123
14,0.5109764575958252,0.06035144374269195,0.0007967472076416016,0.00039838585702602655,best,45,29,15,entropy,"{'splitter': 'best', 'min_samples_split': 45, 'min_samples_leaf': 29, 'max_depth': 15, 'criterion': 'entropy'}",0.5182481751824818,0.5255474452554745,0.49452554744525545,0.5374771480804388,0.5429616087751371,0.5237519849477575,0.017000529399667137,122,0.6292237442922375,0.626027397260274,0.6415525114155252,0.6590597900502054,0.6444545869465997,0.6400636059929684,0.011805679303688013
15,0.009169244766235351,0.0011523957677694165,0.0010002613067626952,3.82838178857213e-06,random,18,16,6,entropy,"{'splitter': 'random', 'min_samples_split': 18, 'min_samples_leaf': 16, 'max_depth': 6, 'criterion': 'entropy'}",0.43795620437956206,0.46897810218978103,0.4854014598540146,0.4716636197440585,0.5027422303473492,0.4733483233029531,0.021372033186386155,267,0.5232876712328767,0.5073059360730594,0.5073059360730594,0.5075308078502967,0.5216795983569147,0.5134219899172414,0.007416711135812101
16,0.49106674194335936,0.02745912099278545,0.0007922649383544922,0.0003963500748813236,best,42,43,27,entropy,"{'splitter': 'best', 'min_samples_split': 42, 'min_samples_leaf': 43, 'max_depth': 27, 'criterion': 'entropy'}",0.5091240875912408,0.5200729927007299,0.4981751824817518,0.5319926873857403,0.546617915904936,0.5211965732128798,0.01696934011060907,139,0.6132420091324201,0.5990867579908675,0.6123287671232877,0.627110908261068,0.5947056138749429,0.6092948112765173,0.011482574654331501
17,0.19227166175842286,0.010067731040398382,0.0005976676940917969,0.00048799390831827773,best,30,31,22,gini,"{'splitter': 'best', 'min_samples_split': 30, 'min_samples_leaf': 31, 'max_depth': 22, 'criterion': 'gini'}",0.5766423357664233,0.5620437956204379,0.5529197080291971,0.546617915904936,0.5941499085923218,0.5664747327826632,0.017128692788704783,10,0.6621004566210046,0.6671232876712329,0.6712328767123288,0.6700136923779096,0.6572341396622546,0.6655408906089461,0.005210515123172017
18,0.009432411193847657,0.0004380748569371226,0.0003989696502685547,0.0004886416226701035,random,28,27,19,entropy,"{'splitter': 'random', 'min_samples_split': 28, 'min_samples_leaf': 27, 'max_depth': 19, 'criterion': 'entropy'}",0.4543795620437956,0.5401459854014599,0.5145985401459854,0.5045703839122486,0.5429616087751371,0.5113312160557253,0.03203325718283957,196,0.5689497716894977,0.5863013698630137,0.5958904109589042,0.5627567320858056,0.5623003194888179,0.5752397208172078,0.01350279717225709
19,0.4976057052612305,0.05750505661945204,0.000598907470703125,0.0004890060028649298,best,14,23,20,log_loss,"{'splitter': 'best', 'min_samples_split': 14, 'min_samples_leaf': 23, 'max_depth': 20, 'criterion': 'log_loss'}",0.5237226277372263,0.5328467153284672,0.5127737226277372,0.5429616087751371,0.546617915904936,0.5317845180747007,0.012429720270878748,88,0.6584474885844749,0.6410958904109589,0.6721461187214612,0.672295755362848,0.6617982656321314,0.6611567037423749,0.011445814890467448
20,0.5080149173736572,0.03238703775710335,0.0005993843078613281,0.0004893956794015645,best,43,30,19,log_loss,"{'splitter': 'best', 'min_samples_split': 43, 'min_samples_leaf': 30, 'max_depth': 19, 'criterion': 'log_loss'}",0.5218978102189781,0.5182481751824818,0.5,0.5393053016453382,0.5356489945155393,0.5230200563124675,0.013990372219001415,126,0.6296803652968036,0.6269406392694064,0.639269406392694,0.6513007759014149,0.6449109995435874,0.6384204372807812,0.009131548507122
21,0.011566781997680664,0.0007611127771197692,0.0008058547973632812,0.00040317299372299504,random,41,32,24,entropy,"{'splitter': 'random', 'min_samples_split': 41, 'min_samples_leaf': 32, 'max_depth': 24, 'criterion': 'entropy'}",0.46897810218978103,0.5054744525547445,0.4927007299270073,0.49177330895795246,0.4954296160877514,0.4908712419434472,0.0119791723791886,248,0.5611872146118722,0.5570776255707762,0.55662100456621,0.5358283888635327,0.5513464171611137,0.5524121301547009,0.00886160028343485
22,0.011647510528564452,0.0011154113854490919,0.0005980491638183594,0.0004883121363363262,random,21,20,9,entropy,"{'splitter': 'random', 'min_samples_split': 21, 'min_samples_leaf': 20, 'max_depth': 9, 'criterion': 'entropy'}",0.49452554744525545,0.4543795620437956,0.49635036496350365,0.46983546617915906,0.4990859232175503,0.4828353727698528,0.01767555556825859,255,0.5835616438356165,0.5493150684931507,0.5625570776255707,0.5627567320858056,0.5531720675490643,0.5622725179178415,0.011868074927624907
23,0.20361757278442383,0.008691958243319415,0.0003924369812011719,0.0004807510680408319,best,22,16,25,gini,"{'splitter': 'best', 'min_samples_split': 22, 'min_samples_leaf': 16, 'max_depth': 25, 'criterion': 'gini'}",0.5675182481751825,0.5492700729927007,0.5620437956204379,0.5612431444241316,0.6014625228519196,0.5683075568128745,0.017615000414721804,7,0.7205479452054795,0.7182648401826484,0.7187214611872146,0.7188498402555911,0.7206754906435417,0.719411915494895,0.0009995622198949988
24,0.008630895614624023,5.332323066519162e-05,0.00020275115966796874,0.0004055023193359375,random,40,15,7,log_loss,"{'splitter': 'random', 'min_samples_split': 40, 'min_samples_leaf': 15, 'max_depth': 7, 'criterion': 'log_loss'}",0.4543795620437956,0.43613138686131386,0.458029197080292,0.4680073126142596,0.5374771480804388,0.47080492133602,0.03489492222293941,272,0.5374429223744293,0.5264840182648401,0.5315068493150685,0.5540848927430397,0.5330899132816066,0.5365217191957969,0.009455107953688641
25,0.18198714256286622,0.0028372763473484054,0.00019960403442382814,0.00039920806884765627,best,32,24,16,gini,"{'splitter': 'best', 'min_samples_split': 32, 'min_samples_leaf': 24, 'max_depth': 16, 'criterion': 'gini'}",0.5492700729927007,0.5474452554744526,0.551094890510949,0.5393053016453382,0.5978062157221207,0.5569843472691123,0.02080463217145227,18,0.6712328767123288,0.6584474885844749,0.6771689497716895,0.6617982656321314,0.6791419443176632,0.6695579050036575,0.008200496307444126
26,0.007907867431640625,0.0004936436960779271,0.0006081581115722657,0.00049682156182975,random,37,43,15,log_loss,"{'splitter': 'random', 'min_samples_split': 37, 'min_samples_leaf': 43, 'max_depth': 15, 'criterion': 'log_loss'}",0.49635036496350365,0.5072992700729927,0.5237226277372263,0.489945155393053,0.5137111517367459,0.5062057139807044,0.01204909455704871,211,0.5351598173515981,0.5643835616438356,0.5296803652968036,0.5321770880876312,0.5321770880876312,0.5387155840935,0.012950888675214914
27,0.007802057266235352,0.00023850245907592967,0.000500345230102539,0.0004468643906224241,random,41,32,8,log_loss,"{'splitter': 'random', 'min_samples_split': 41, 'min_samples_leaf': 32, 'max_depth': 8, 'criterion': 'log_loss'}",0.43613138686131386,0.4653284671532847,0.4653284671532847,0.48080438756855576,0.5173674588665448,0.47299203352059677,0.026481612569771367,268,0.5150684931506849,0.5091324200913242,0.5123287671232877,0.5294386125057051,0.5043359196713829,0.514060842508477,0.008477673345366622
